Entity,Code,Year,Temp,Wheat | 00000015 || Yield | 005419 || tonnes per hectare,Rice | 00000027 || Yield | 005419 || tonnes per hectare,Bananas | 00000486 || Yield | 005419 || tonnes per hectare,Maize | 00000056 || Yield | 005419 || tonnes per hectare,Soybeans | 00000236 || Yield | 005419 || tonnes per hectare,Potatoes | 00000116 || Yield | 005419 || tonnes per hectare,"Beans, dry | 00000176 || Yield | 005419 || tonnes per hectare","Peas, dry | 00000187 || Yield | 005419 || tonnes per hectare",Cassava | 00000125 || Yield | 005419 || tonnes per hectare,"Cocoa, beans | 00000661 || Yield | 005419 || tonnes per hectare",Barley | 00000044 || Yield | 005419 || tonnes per hectare
India,IND,1961,24.05,0.8506999612,1.54189992,13.67879963,0.9566999674,0.4544999897,7.250699997,0.2576999962,0.891900003,7.186100006,,0.8795999885
India,IND,1962,24.1,0.8895999789,1.395900011,13.39779949,0.9921999574,0.4544999897,6.704099655,0.2682999969,0.8769999743,7.1395998,,0.9510999918
India,IND,1963,24.25,0.7928999662,1.549799919,13.47669983,0.9953999519,0.4443999827,8.147699356,0.2592999935,0.7742999792,7.113399982,,0.8015999794
India,IND,1964,24.25,0.7299000025,1.6171,13.55559921,1.00999999,0.4443999827,6.24819994,0.2809000015,0.5156999826,11.56969929,,0.7346999645
India,IND,1965,24.34,0.9131999612,1.293599963,15.50239944,1.004999995,0.434799999,8.403299332,0.2400999963,0.8249999881,12.63749981,,0.9399999976
India,IND,1966,24.59,0.8267999887,1.29519999,16.3253994,0.9644999504,0.434799999,8.509399414,0.2329999954,0.7272999883,12.79339981,,0.9023000002
India,IND,1967,24.18,0.8873999715,1.548399925,15.39899921,1.122799993,0.4443999827,7.440299988,0.265899986,0.6028000116,13.16209984,,0.8313999772
India,IND,1968,24.07,1.102800012,1.613399982,14.20449924,0.9973999858,0.4443999827,8.440999985,0.2518000007,0.9225999713,13.37860012,,1.037999988
India,IND,1969,24.66,1.168799996,1.609399915,13.80550003,0.9678999782,0.4375,9.011300087,0.2698999941,0.921299994,12.91749954,,0.8787999749
India,IND,1970,24.28,1.208599925,1.684899926,12.90329933,1.279099941,0.4375,7.888299942,0.3089999855,0.7807999849,14.78759956,,0.9824000001
India,IND,1971,23.82,1.306599975,1.710999966,15.01599979,0.8998999596,0.4375,9.975500107,0.2703000009,0.8450999856,14.85979939,,1.089999914
India,IND,1972,24.39,1.379899979,1.604599953,14.53969955,1.094300032,0.8234999776,9.80989933,0.2331999987,0.7568999529,17.03680038,,1.049600005
India,IND,1973,24.51,1.270799994,1.725899935,14.2149992,0.9648000002,0.8125,8.820799828,0.3091000021,0.5719000101,17.54240036,,0.9714999795
India,IND,1974,24.29,1.171899915,1.574399948,13.9204998,0.9480999708,0.7611999512,8.945699692,0.2601000071,0.4937999845,17.43859863,,0.8946999907
India,IND,1975,23.98,1.338400006,1.858199954,14.73209953,1.203099966,0.978499949,10.59819984,0.3163000047,0.6869999766,16.32069969,,1.086599946
India,IND,1976,24.3,1.410300016,1.637199998,15.28969955,1.060099959,0.9839999676,11.73839951,0.3001999855,0.7687000036,16.93439865,,1.139199972
India,IND,1977,24.46,1.386600018,1.961299896,15.79579926,1.051100016,0.9384999871,11.57310009,0.3296999931,0.6431999803,16.52409935,0.7894999981,1.045699954
India,IND,1978,24.25,1.479799986,1.99119997,16.99289894,1.076200008,0.9770999551,12.22819996,0.3037,0.5927000046,15.87579918,0.7936999798,1.154799938
India,IND,1979,24.72,1.568300009,1.610499978,15.5739994,0.9793999791,0.5684999824,12.55480003,0.243599996,0.5827000141,16.73609924,0.7999999523,1.171899915
India,IND,1980,24.73,1.435599923,2.000200033,14.94679928,1.158599973,0.7269999981,12.15209961,0.2958999872,0.4799999893,16.6106987,0.2999999821,0.9167000055
India,IND,1981,24.38,1.629899979,1.962299943,15.74419975,1.162199974,0.7410999537,13.21039963,0.325699985,0.6872999668,18.292099,0.2999999821,1.268999934
India,IND,1982,24.39,1.691299915,1.849699974,14.81679916,1.144799948,0.6376999617,12.99569988,0.3299999833,0.6911999583,16.37380028,0.2999999821,1.153499961
India,IND,1983,24.14,1.815799952,2.183300018,16.42879868,1.352100015,0.7347999811,13.54559994,0.3841999769,0.7541999817,17.70859909,0.2999999821,1.258999944
India,IND,1984,24.32,1.843199968,2.127199888,17.38800049,1.455599904,0.7682999969,15.29879951,0.3436999917,0.8190999627,18.42889977,0.2999999821,1.323199987
India,IND,1985,24.62,1.870099902,2.329200029,17.70629883,1.146000028,0.7644000053,14.80639935,0.3306999803,0.7458999753,18.54599953,0.2999999821,1.241599917
India,IND,1986,24.41,2.046000004,2.205199957,19.0340004,1.281899929,0.5837999582,12.36389923,0.328700006,0.8509999514,17.7159996,0.2999999821,1.433699965
India,IND,1987,24.83,1.916199923,2.199100018,19.28279877,1.028800011,0.5823000073,15.32209969,0.3718999922,0.810199976,18.14699936,0.349999994,1.363099933
India,IND,1988,24.83,2.001899958,2.548599958,11.97979927,1.395499945,0.8921999931,15.86940002,0.4282999933,0.8747999668,20.1807003,0.2999999821,1.379899979
India,IND,1989,24.27,2.244400024,2.615999937,19.25839996,1.631599903,0.8014000058,15.9289999,0.4025999904,0.9419999719,19.38469887,0.2999999821,1.592499971
India,IND,1990,24.38,2.121099949,2.612499952,19.59729958,1.517799973,1.014500022,15.71359921,0.4171999991,0.9092999697,20.53809929,0.2999999821,1.499799967
India,IND,1991,24.47,2.281399965,2.627099991,20.74250031,1.376299977,0.782499969,16.25399971,0.3644999862,1.090299964,21.89249992,0.2999999821,1.696499944
India,IND,1992,24.35,2.394000053,2.609200001,20.05410004,1.675799966,0.8946999907,16.02939987,0.442599982,0.954400003,23.24629974,0.2999999821,1.780799985
India,IND,1993,24.59,2.326699972,2.830299854,22.96769905,1.601499915,1.085699916,14.90240002,0.3833999932,0.9029999971,23.04299927,0.2999999821,1.651799917
India,IND,1994,24.46,2.379600048,2.864500046,24.23129845,1.447999954,0.9106000066,16.61009979,0.3656999767,0.9265999794,24.52769852,0.5673999786,1.653100014
India,IND,1995,24.6,2.559000015,2.697199821,23.78969955,1.594599962,1.012099981,16.27199936,0.4390999973,0.8790999651,25.27750015,0.5381000042,1.440299988
India,IND,1996,24.66,2.482800007,2.822599888,23.51369858,1.709399939,1.031899929,16.99129868,0.4167999923,0.8360999823,23.85279846,0.5332999825,1.832499981
India,IND,1997,24.19,2.678900003,2.845700026,29.84339905,1.711099982,1.07889998,19.3913002,0.3510999978,0.9865999818,22.11170006,0.4596999884,1.930299997
India,IND,1998,24.94,2.485199928,2.88049984,32.8260994,1.796899915,1.100099921,14.60199928,0.3458999991,0.8914999962,25.28149986,0.4386999905,1.957799911
India,IND,1999,24.82,2.59010005,2.978199959,34.30609894,1.792199969,1.138000011,17.57119942,0.4799999893,0.8450999856,23.95229912,0.4190999866,1.939700007
India,IND,2000,24.71,2.778499842,2.850800037,30.09859848,1.82159996,0.8222000003,18.64430046,0.4870999753,1.029399991,26.90869904,0.3929999769,1.997199893
India,IND,2001,24.89,2.708099842,3.115799904,30.480299,1.999599934,0.9399999976,18.36269951,0.5475999713,0.8601999879,26.69979858,0.4154999852,1.839999914
India,IND,2002,25.09,2.762099981,2.616299868,27.99160004,1.680699944,0.7623999715,19.41729927,0.3334999979,0.9064999819,27.27459908,0.4202999771,2.159999847
India,IND,2003,24.86,2.609999895,3.117699862,27.79099846,2.040499926,1.192899942,17.32079887,0.4561999738,0.8913999796,26.21349907,0.38349998,2.006000042
India,IND,2004,24.94,2.713199854,2.975600004,28.39979935,1.907299995,0.908199966,18.8090992,0.328399986,1.022099972,27.04360008,0.366899997,1.974999905
India,IND,2005,24.71,2.601599932,3.153699875,33.16559982,1.938499928,1.073400021,18.89080048,0.3269000053,0.9928999543,30.49779892,0.3325999975,1.957999945
India,IND,2006,25.01,2.618799925,3.175899982,34.75309753,1.912499905,1.062799931,18.59199905,0.3824999928,0.9126999974,32.11319733,0.345299989,1.937799931
India,IND,2007,25.02,2.707900047,3.292399883,36.2052002,2.335199833,1.235099912,16.41009903,0.3929999769,0.8052999973,32.22039795,0.3355000019,2.058199883
India,IND,2008,24.76,2.802199841,3.25090003,36.97739792,2.414000034,1.041499972,19.29730034,0.3762999773,0.7481999993,33.54069901,0.3312000036,1.991400003
India,IND,2009,25.48,2.907099962,3.236599922,34.36259842,2.023799896,1.023599982,18.81029892,0.4050000012,0.9162999988,34.34329987,0.3470999897,2.393499851
India,IND,2010,25.42,2.83949995,3.358699799,35.87949753,2.540099859,1.332999945,19.92989922,0.4444999993,0.8826999664,34.75550079,0.2786000073,2.171700001
India,IND,2011,24.83,2.988600016,3.587800026,35.72520065,2.478399992,1.199800014,22.72399902,0.393599987,0.8156999946,36.47699738,0.2549000084,2.35739994
India,IND,2012,24.77,3.17750001,3.690899849,34.16109848,2.555699825,1.352999926,21.75300026,0.413199991,0.9338999987,38.58179855,0.2062999904,2.519399881
India,IND,2013,24.65,3.153800011,3.606999874,34.64199829,2.572599888,1.012300014,22.76059914,0.4417999983,1.099099994,34.95940018,0.1969999969,2.517999887
India,IND,2014,24.79,3.145699978,3.563799858,37.03669739,2.610699892,0.9357999563,22.92239952,0.4229999781,0.9605000019,35.6554985,0.2113000005,2.717099905
India,IND,2015,24.91,2.749599934,3.607699871,35.54869843,2.597199917,0.7343999743,23.1257,0.4139999747,0.9117999673,21.02400017,0.2050999999,2.281499863
India,IND,2016,25.27,3.033900023,3.790199995,34.6432991,2.61619997,1.176999927,20.50869942,0.4136999846,0.8216999769,21.29409981,0.2098999918,2.440700054
India,IND,2017,25.16,3.199899912,3.849299908,35.43840027,2.688599825,1.176599979,22.30609894,0.4163999856,0.9549999833,20.95979881,0.2289000005,2.662799835
India,IND,2018,25.01,3.368199825,3.956799984,34.85070038,3.065299988,1.058499932,23.95419884,0.4180999994,1.20359993,28.61269951,0.224699989,2.694900036
India,IND,2019,24.95,3.53339982,4.05769968,35.1731987,3.070199966,1.191900015,23.0970993,0.4188999832,1.337799907,30.52759933,0.2552999854,2.837199926
India,IND,2020,24.8,3.431099892,3.962299824,35.88150024,3.057299852,0.9277999997,23.77199936,0.4197999835,1.292299986,30.75,0.2653000057,2.782799959
